,,S_ID,Sender,SMS,CLASS
Eminem,199,z12yc35j4vmxyfghs04ch3jhcyukjpqzvbw,ferri andrian,best song ever (y)﻿,0
Eminem,200,z132sv1blzi0xhnld225vncq1niyyhrnr,Ben vW,I could hear this for years ;3﻿,0
Eminem,201,z131c34acoqgwfkz304ccjertpfugxbrezw0k,ankit gulekar,Who is still watching in 2015﻿,0
Eminem,202,z13lgrngavanillud22bxz05tpe0endag04,pooperscooper71,I wish that guy wasn&#39;t so protective geeze﻿,0
Eminem,203,z13ft1vrfyqavjmth23xzt3wumncvb4r204,moisi rrudha,super rihanna﻿,0
Eminem,204,LneaDw26bFu3Z1dDKWlNsmVswLAes4eWImEetoNbAKI,The NeedleWork,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬,1
Eminem,205,LneaDw26bFsgggeU_vbp6eynA9RVJ0qto2OMt6tcgjk,deazy99,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
Eminem,206,z12bwhjbwl3twfayl04cjl0bfriocdkauk40k,Adan E,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,0
Eminem,207,z13wxrnxjxz3wj3tn22sv33o0xyev5jfa,Durgesh Rathod,fav.﻿,0
Eminem,208,LneaDw26bFsILb1-yJtTNbl7IIOeXIvJxxyU3o-EtR4,Yuliya Meow,"HEY GUYS!!! ❤❤❤❤❤❤❤  BEFORE YOU IGNORE ME, PLEASE, GIVE ME A CHANCE!  My name is Yuliya, I make COVERS. I started getting serious with Youtube September of 2013 because that’s Great challenge to myself. MY DREAM was to become a singer. Youtube helps me keep up! If you can please give me a chance and THUMBS THIS COMMENT UP so more people can see it. I swear I&#39;ll appreciate it. SUBSCRIBE PLEASE!!!  ❤❤❤ LOVE YOU!!! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ XOXO ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ",1
Eminem,209,z12uxprwxwalxml0knzuxzxo5nyichlk1,Steph C,Check out this video on YouTube:﻿,1
Eminem,210,z12sd1khsuqegzwrm04cinlxrpj3gfyydnk0k,BigBird Larry,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
Eminem,211,z12avpyabxyzgdpjm04cj5mhyt22jdcbzow0k,Ezequiel Escamilla,I love your songs eminem your the rap god﻿,0
Eminem,212,LneaDw26bFveIkl-BacAwMBXwQ4Sb4AH7IWbGVvmtB8,SnEakiESTG,SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG,1
Eminem,213,z13sdfarvyi4trxew23owjhxfsv2zrmgw04,BigBird Larry,I cried this song bringing back some hard memories﻿,0
Eminem,214,LneaDw26bFvomSMK6PblKKPEb52U5F8DKmdq5vbIyNY,Æle Skittles,subcribe to us an we will subscribe back,1
Eminem,215,z12vu5fysyb2vfbar04cex4q5ue2xb25epc0k,said abdesalam,song is bad﻿,0
Eminem,216,LneaDw26bFttCkyddOJEPH8MvdMEkuYK_CTH-fLEm8E,lisabelb,CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!,1
Eminem,217,LneaDw26bFsC5JIEICo3_lSrLloArwbectyGhPF4YeA,TheGenieBoy,check out fantasy music    right here -------&gt; the1fantasy  good music man.,1
Eminem,218,LneaDw26bFtnSSLHdnzuBcuiWsrkKqOQgsyMmAcSnw4,Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music.",1
Eminem,219,LneaDw26bFu6m-EpCDatW1lzUgnvB4uHV9oZhaYe89A,Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The loud authority improves the canvas. When does the mother repair the uppity learning? The substantial cook derives the harbor.",1
Eminem,220,LneaDw26bFtZQLtaItMp2bSQS4mrfYeKiGUTvOg1jrU,Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush?",1
Eminem,221,LneaDw26bFvdj1Xw8Fetm_0WMQpBnvqzJ4yzcj0jXgA,Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",1
Eminem,222,z120djlhizeksdulo23mj5z52vjmxlhrk04,Murlock Nightcrawler,Charlie from LOST?﻿,0
Eminem,223,z13xebq4mlyqdda4w04chlsyirr2i54pkjg,kawaii sincebirth,"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿",0
Eminem,224,LneaDw26bFu5T8bwbIy7eMn91qk-o2L3cJylp6BIwdQ,OriginalFreshB,Check out my channel im 15 year old rapper!,1
Eminem,225,z12ufpawowzutdgvb22gsdiatyi4xf4xq04,Victoriaa Hemming,is that Megan fox﻿,0
Eminem,226,LneaDw26bFu-16wpkbRY_POG-WA_Hnc6J0bNJPD0g-k,Marko Vukoja,wtf. subscribe my channel thanx ;),1
Eminem,227,LneaDw26bFv6tN6HSeH4Rgiis0rYR8mu_y8Mh8Ck93Y,MrCurr3ncY,Hey check out my channel!!!! Please,1
Eminem,228,z12otb5xdp3bdhwxo04cg5ga3kqvi1erzfw,Aniyah Wells,So he&#39;s admitting he killed his girlfriend???﻿,0
Eminem,229,LneaDw26bFs2NLsTvDF3gXDLwcFi31Wf-kN6cQv8tOs,KeithLinscotts,check out you tube keithlinscotts one word keithlinscotts you tube .com,1
Eminem,230,LneaDw26bFu764_yd9zHEi-XoTcdndpOwC39TdrGSRU,Themayerlife,Check out my mummy chanel!,1
Eminem,231,z12bwpz4rlrjxzkuo22rfpbhfpz1xdluj,Ke Vin a.k.a. Righteous,i want to smack this year boy in to forever﻿,0
Eminem,232,z13pi3zgwsqlitvtb23nzjermmfivrvrl04,Shakeema Edwards,"Charlie, heroin will do that to you.﻿",0
Eminem,233,LneaDw26bFvJRNWu0ts5Srp6x9BJYYPEHyXnuEF760k,Alex Weight-Loss,Fruits and vegetables give you longer lasting energy for weight loss.  Check out youtube.com/user/36loseweight.,1
Eminem,234,z13cehkhxmugujbdh23ehzcijlfhcr4h204,Karen Cervantes,Love Song﻿,0
Eminem,235,z12dc1xrjv3zgfpfl22pu5dh4va2upijn04,faith jones,Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿,0
Eminem,236,LneaDw26bFtX5RMSmXwiWyM-cpLU5CtNk9C9QQiT9Lc,Vincent T.,RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!,1
Eminem,237,z12wgbl4exjaf3xu223jej34rlabtjbkz,Rose Bruhns,Check out this video on YouTube:﻿,1
Eminem,238,LneaDw26bFuWopul-gr37Vv-5semureg7PfAdqw3V5c,..xXCoolMultiXx..,He gets more views but has less subscribers lol,1
Eminem,239,LneaDw26bFssNuHM19vJZwZIDvIkQHDPSkv7woLXuO0,ferhan kifle,Go check out eminem survival.,1
Eminem,240,LneaDw26bFvdvI7rlQIcNpETWIMuWByXcsQPGKS7EVg,Chris King,Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.,1
Eminem,241,LneaDw26bFsEJWfgAAquASY-phBHckFFppU0EKqD-yY,Elias Uchiha,if eminem gets 1 penny per view he would have 600 million dollars,1
Eminem,242,LneaDw26bFtmqnbwore5s5LHQD3cpRwhBYdsz4yXRkM,INCRIVELawesome,Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!,1
Eminem,243,z12zcvjo2tbez1mfy23pvjwzckbbcdivp,Melody Peace,Check out this video on YouTube:﻿,1
Eminem,244,LneaDw26bFu1Ru9jx_4ZrghWiGAVmVtFPtTTpL7ihGI,deazy99,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
Eminem,245,LneaDw26bFsOYjjXTrDu7GwukppwT8U_8uWaxcdut44,Monica Lewis,Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!,1
Eminem,246,LneaDw26bFuXMGzeve-9_Piipp0wpaS_5AJyXS2fqJw,Kate Mcdermit,CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere,1
Eminem,247,z13hcfzbesmjhpuzp04ccvzilqvcyj0x3yo0k,Vivek Bhardwaj,amazing song﻿,0
Eminem,248,z12vcv5xuqq4gvpgu04ch5ah3vyqwzphryc0k,kissmehk,:)﻿,0
Eminem,249,z12mt1p4mljosxzto224jzypky2henlbn04,Sandeep Singh,Charlie from LOST﻿,0
Eminem,250,LneaDw26bFviVGu48zFp_sMMENzTpzWdbhRUvgtprCI,Dengesiz Adam,SubScribe me pls EMİNEM FANS,1
Eminem,251,LneaDw26bFtleYKQHQZ7EJNapbBNzTiP3Yzy8i_2Dmc,Paiky MC,dude check out psy,1
Eminem,252,z12tzpcjazigvrodo22dubixisqhfxtuo,twe enyss,"I love this-the talents of eminem and Skylar,works well together﻿",0
Eminem,253,LneaDw26bFsXWfdCYFbqrDwjflNnbdxcinzjRtW2rzw,FreshX,Share this video.. This song can beat PSY - Gangnam Style!,1
Eminem,254,z12muxdydqnggz0gw04cgldbmvnlhzuxpu40k,AreWEFaumos Now,thumb up if you watching in 2015 and  you like it﻿,0
Eminem,255,LneaDw26bFtNnEGpg7pf921bsfI1m57qBsEWQKlItrk,KC Cassette,Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love,1
Eminem,256,LneaDw26bFsVCGrj_dxDKFtnhKwpdiPRkVcanAW9w7E,markwardist,Check out my channel please.,1
Eminem,257,LneaDw26bFuM4VU33XXogBzYQDxO-q19BsZLZRAklss,Ractive,"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see",1
Eminem,258,LneaDw26bFuFItWTKmffBRPA4v3HwunSq-ceF3kwQZ4,Juarez Ounfee, I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn,1
Eminem,259,LneaDw26bFsHGo2NsZjHkppLdvkxCkgu3s2nWi99Oa8,MrJtill0317,┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,1
Eminem,260,z133sxsrnzbuwbe2o22iizkhvyicd5z0t,Sawa Jamal,Never gets old best song ever  ❤﻿,0
Eminem,261,z13idj4w4yy5g1mx104cd3rwetmew3kq554,Fantasy Mysteries,First they were fighting... Then they were making out...﻿,0
Eminem,262,LneaDw26bFupd-SDZSJybM-YnylZY3yw4Hx0dpG5Ars,deazy99,"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
Eminem,263,LneaDw26bFua7KQM3MpFFLNg9dDrNznsK0wQXgR61YQ,rukshan bieber,Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !,1
Eminem,264,LneaDw26bFtUEhNudjpH0X1gcH2nF0v4w6dhXurctSU,Ashim Limbu,YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL,1
Eminem,265,z122j3v55kiwzpqpc04cdxc4elf3zjuir4o,Linda Dipilato,Check out this video on YouTube:﻿,1
Eminem,266,LneaDw26bFuGts11KE-vf8DxNybKxvOCLkkkExJk2pk,Honest586,*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1
Eminem,267,z12ywjeyiwu3jdqvq22ptpzpowithfaz204,hazem bitar,I love this song up to the moon &gt;3 you are Rocks!﻿,0
Eminem,268,z12xu1bi1umyxxs2023ejhfpuumozd45n04,Ferhad Babayev,Hello. İ am from Azerbaijan<br />﻿,0
Eminem,269,LneaDw26bFvv8RbyHRBDnA-4Bb1lhF9UlpzJf_5FkWM,이 정훈,"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
Eminem,270,LneaDw26bFvpoWuT_30FVDq9XRmjOIn_01gQXnGANo4,Notorious Niko,"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
Eminem,271,z13csrxzhwnis5zg404cdxpyrpbvtdcocz40k,Boksu Boc,EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,0
Eminem,272,z13wtn0o5ueli5m4b04cdjnjqzb5xftz4hw,Chelsea Yun,i hate rap﻿,0
Eminem,273,LneaDw26bFtSk2czbMLQl8KluoXusyGfmZ0u3D3dXek,media.uploader,Check out my channel to see Rihanna short mix by me :),1
Eminem,274,LneaDw26bFv2Ps-QqkMShtEbaXEAA7MO4d-ZFRdrrW0,Anthony Konstantinou,Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1
Eminem,275,z12ojrdgoryvz5k4n04cidzimov5inlppto0k,Laura Winner,This song/video is such a trigger but it&#39;s just so good...﻿,0
Eminem,276,LneaDw26bFvaBIGMY4DfxNzifyIUm7GOWp8Br9oySEk,DanteBTV,Check Out The New Hot Video By Dante B Called Riled Up,1
Eminem,277,z13mh5zhdtrcst5xs04cddwzqtz5yhapzf0,LUKAZ G,Was that Meghan fox??﻿,0
Eminem,278,LneaDw26bFs9Rg2Ij9HjO7kLn-wwxZttoa9Dx9BEGzQ,armontre,ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u,1
Eminem,279,LneaDw26bFtHPL0j2tW4vknwh8imHXGX4vzYDmr2nhc,Jay Stevens,COME SUBSCRIBE TO MY CHANNEL! ;-)  PLEASE!!,1
Eminem,280,z13cztvzwlzawvszx04cfp3rdma0dlyonso0k,Maria Montana,"Awesome song!,congratulations!!!﻿",0
Eminem,281,LneaDw26bFuMmBaTaA7SRY7EwUqxN2vHR8tDEuQfjRQ,BloodspitsMusic,"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",1
Eminem,282,LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
Eminem,283,LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
Eminem,284,LneaDw26bFuQPBnfEIFhEOee5UVNZ-dSDr4EIsxWocE,Adam B,check out my page ADAM B BEATS 2013,1
Eminem,285,LneaDw26bFtoHCZ_b-m1MyTEpaNHWvF8VmCFhVRFMgU,HEADSHOT946,Look and shares my video please :D,1
Eminem,286,z125w1ejhpqzinkmb23jej34rlabtjbkz,Rose Bruhns,Check out this video on YouTube:﻿,1
Eminem,287,LneaDw26bFtJyeoa9E-59ntF4zGVkZb4OaitZmuvNyw,Noise​Break,Like &amp; Subscribe /watch?v=5tu9gN1l310,1
Eminem,288,z12xyzfbixyuxf5wm04ccn2inoiyevdqwgo,PDV10,charlieee :DDDD (Those who saw Lost only will understand)﻿,0
Eminem,289,LneaDw26bFsltJodWnZAafXscqrATBuKDM8-8lA4TQE,miamiscraziest,LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol,1
Eminem,290,LneaDw26bFvSkELgnp-ZdS5ZiYbn_tFmogawXBUucN4,Ked Woodly,COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,1
